SimID,Size,LambdaIntDev,LambdaSlopeDev,IntraIntDev,IntraSlopeDev,GenericIntDev,GenericSlopeDev,NonGenericIntDev,NonGenericSlopeDev,NumNonGenericInt,NumNonGenericSlope,NumNonGenericSpecies,RMSE,PrelimMaxRhat,PrelimNumDiv,PrelimMeanNeff,FinalMaxRhat,FinalNumDiv,FinalMeanNeff
201,50,0.0275278089651083,-0.0529140261073258,0.242400876914321,0.161257829371885,-0.80341816233466,-0.528518712712492,NA,-1.04005857451702,0,2,2,0.32845409403311,1.00139055107424,0,4033.629592309,1.00291066175293,0,4458.7011352607
202,50,-0.0759793032189267,-0.00588015683569898,-0.119185886700102,-0.0529861169560051,-0.299518347301538,-0.23308539917924,NA,NA,0,0,0,0.317880290330624,1.00215594301795,2,3840.75848436013,1.00184647767947,0,5075.8529480927
203,50,-0.13529973432839,0.0502858234355807,0.00052348685301018,-0.162469086396898,-1.22316080887443,0.477604667162414,NA,NA,0,0,0,0.412814787712538,1.00213830755523,0,4395.68549451007,1.00071940439152,0,6010.43763606426
204,50,-0.0547811714294559,0.0216612024753199,-0.0796920509944421,0.0126839507187512,-0.825524107032312,0.235725409094708,0.0270718971109267,NA,2,0,2,0.304079989632153,1.00151797252666,0,4064.70310751817,1.00072590853473,0,7969.56253768239
205,50,-0.00154510112174966,0.103131376095583,-0.402892276266764,0.369707064767384,-0.535408784721993,-0.183185028424125,NA,NA,0,0,0,0.406892057580489,1.00351514459985,0,4306.61425032341,1.00127261741582,0,5109.39154026782
206,50,0.00501276603483669,-0.0856599322944281,0.280990183170689,-0.474827419144581,-0.571530502814677,0.0260925928960644,NA,0.290295387553744,0,1,1,0.412042911465894,1.00166841598177,0,4249.02559638046,1.0007210704332,0,7697.63195600483
207,50,-0.0219517335017787,0.00822974608568983,0.222167114994149,0.294826668862776,-0.0508142329288672,-0.230133149799906,NA,NA,0,0,0,0.339233431500141,1.00378884799036,0,4070.14532444864,1.00156092329228,0,5334.22303614651
208,50,0.00365695484062378,0.0453743802434864,0.0397838147500238,0.247556646581422,-0.309866147275979,-0.169830162508468,0.391105248900067,NA,1,0,1,0.291566327247757,1.00283683312593,0,3867.22277889869,1.0004264774701,0,7084.18951154422
209,50,0.0329968024490048,0.0459438807525824,0.0825327559005182,0.0681035347059865,0.333336272462444,0.0539650052411664,-0.129262659613726,1.07121931882592,2,1,2,0.265245435726084,1.00336705027211,1,4105.12309689781,1.00102275351459,0,5692.40977520147
210,50,-0.112845412572499,0.00772623388675869,-0.0505013204831095,-0.00496409501000805,-0.34443261306903,0.08417934713881,-0.394607200290076,-0.100659674267107,1,1,1,0.280822777947801,1.00338484662543,0,3803.41032160228,1.00206695343036,0,5136.39577048896
211,50,-0.109996789494188,-0.040155903544984,-0.0500339131081367,-0.199148040476538,-0.679234821112813,-0.254842936993919,NA,NA,0,0,0,0.261980661033446,1.00355126946419,0,4327.11153680542,1.00168542474157,0,7313.77082880411
212,50,-0.0874572913890059,-0.0948973657102329,0.0363269871734149,-0.150108223114084,-1.15280397062163,-0.0183957187611716,NA,-0.724519323462048,0,1,1,0.238283084996725,1.00267324142328,1,3539.86914433521,1.00632084051102,0,5053.28495657759
213,50,-0.0289686219164631,0.0216439518246271,-0.0562355855304295,-0.0595194037024092,-0.322322688281326,-0.168586732034051,0.478832075045283,NA,1,0,1,0.311459920429924,1.00169537445534,0,4498.94603609387,1.00037212910066,0,4933.21968879363
214,50,-0.0175621510627078,-0.0790589766864558,0.322327010608649,0.0676813707073909,-2.84340551013881,-0.000221768069923578,NA,NA,0,0,0,0.350497372301614,1.00255036882947,0,4134.99657863977,1.00218644888471,0,6630.89470834418
215,50,-0.00911566955490495,0.0373079617310357,-0.0310297788583496,0.0900795342848931,0.0199089773256542,-0.302840097984348,NA,NA,0,0,0,0.302087072950858,1.00252022145011,0,4614.82903827876,1.00094514729713,0,5072.69352334763
216,50,0.0809212842931939,0.111504403418512,-0.0010442878839414,0.0981201079762708,0.513301714258599,-0.238550854050139,0.56413356480267,NA,1,0,1,0.345481390149126,1.00247528123283,0,4213.72307121831,1.00301300079863,0,5633.68213939417
217,50,-0.0936970204629944,0.023913695304963,-0.0653750871887309,0.134793879492498,-1.83249409851054,-0.392029847541292,-1.79518360911426,NA,1,0,1,0.315919961969742,1.00360585883777,0,4016.6174055246,1.00706715014888,0,6753.53789745713
218,50,5.76875285867029e-05,-0.113166733413054,0.124948035886923,-0.170134845619501,-1.49737832820032,-0.286510053544053,-0.854856220035011,NA,1,0,1,0.268970509629242,1.00558047812138,0,3269.42878034464,1.00056960844172,0,5857.27699820181
